,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
2343,Rivitalo | 4h + kt + s,Pihlajistontie 1 C,Pihlajisto,Helsinki,410 500,85,2023,Omistusasunto
2344,Kerrostalo | 3h + kt + s,Pihlajistontie 1 A,Pihlajisto,Helsinki,331 000,68,2023,Omistusasunto
2345,Rivitalo | 3h + kt + s,Pihlajistontie 1 C,Pihlajisto,Helsinki,362 000,"73,5",2023,Omistusasunto
2346,"Puutalo-osake | 3h, kk, kph",Ratakatu 23-25,Keskusta,Hanko,205 000,"66,3",1890,Omistusasunto
2347,"Kerrostalo | 1h, kt, kph, p",Maaherrankatu 22,Itätulli,Pori,78 000,"27,5",2006,Omistusasunto
2348,Omakotitalo | 2 mh + oh + k + khh + psh + s + wc,Ollikontie 9,Puurtila,Varkaus,259 000,110,2009,Omistusasunto
2349,"Omakotitalo | 5h, k, s",Koulutie 7,Taavetti,Luumäki,65 000,314,1965,Omistusasunto
2350,"Omakotitalo | 4h, k, 2wc, vh, et, tk, pkh, ph, s, at, var ja tekn tilaa",Myllärintie 4,Viiala,Akaa,130 000,119,1974,Omistusasunto
2351,Kerrostalo | 3h + k,Bergeninkatu 2 I,Suikkila,Turku,150 000,80,1971,Omistusasunto
2352,"Omakotitalo | 4h, k, khh, kph, s, erillinen wc, eteinen",Strangintie 33,Palo,Kokkola,342 000,129,2020,Omistusasunto
2353,"Paritalo | 5-6 h, k, th, s, khh, 2 kph, erill wc, varasto, autokatos",Rannikkolaivurintie 8,Laajasalo,Helsinki,539 000,"108,5",1985,Omistusasunto
2354,"Paritalo | 3h, k, kph, s, ak",Tuulikinkatu 4 B,Karsikko,Joensuu,94 000,69,1985,Omistusasunto
2355,Kerrostalo | 1h + kk + kh,Harakankuja 6,Leppävaara,Espoo,139 000,"27,5",1961,Omistusasunto
2356,Kerrostalo | 2h + kk + kh + parv,Peltoniemenkuja 2 B,Havukoski,Vantaa,98 000,"49,5",1978,Omistusasunto
2357,"Kerrostalo | 3h, k, s",Revonkuja 9 A,Välivainio,Oulu,209 000,74,2011,Omistusasunto
2358,"Kerrostalo | 4 (5) h, k, halli, kph wc:llä ja erillinen wc",Mechelininkatu 23 A,Töölö,Helsinki,975 000,"132,7",1928,Omistusasunto
2359,Omakotitalo | 5h + oh + th + k + s + kph + 2wc + autotalli,Hiekkaharjuntie 29,,Kokkola,205 000,168,1980,Omistusasunto
2360,"Omakotitalo | 4h, k, s, psh, pukuh., khh, vh, 2wc, lämmin autotalli ja lämmin varasto",Voudinkuja 4,Parooninmäki,Riihimäki,229 000,"106,5",1992,Omistusasunto
2361,Rivitalo | 2H + K,Siirtolantie 19,Välivainio,Oulu,107 000,"59,5",1957,Omistusasunto
2362,"Kerrostalo | 2h, k, wc, kph, s, lasitettu parveke",Vähälinnankatu 8,Keskusta,Pori,92 000,58,1983,Omistusasunto
2363,Paritalo | 3h + k + s + kph + wc,Kuormatie 44,Sundom,Vaasa,182 000,83,2008,Omistusasunto
2364,"Omakotitalo | 3h, k, kph, s, wc, at, var",Hirvijärventie 727,,Mynämäki,127 000,"79,5",2014,Omistusasunto
2365,Kerrostalo | 3h + k + vh + kph + lasp,Junailijankatu 33,Keskusta,Riihimäki,159 000,85,1971,Omistusasunto
2366,"Omakotitalo | 4h, k, kph / wc, s, wc, AT, varastotiloja",Yläkatu 45,,Ii,138 000,120,1900,Omistusasunto
2367,Kerrostalo | 2h + kk,Peltisepänkatu 3,Kesämäki,Lappeenranta,149 000,"43,5",2018,Omistusasunto
2368,Omakotitalo | 4h + k + rh + wc + ph + s + at,Vanha Ouluntie 112,,Kokkola,134 000,125,1974,Omistusasunto
2369,"Omakotitalo | 3mh, oh, k, ph, s, 2wc, et, aula + parv + at, var, pannuh",Kivikkotie 8,Kallinkangas,Keminmaa,49 000,"119,8",1979,Omistusasunto
2370,"Rivitalo | 2h, k, kph, s",Alhokallionkatu 2,Katajalaakso,Seinäjoki,84 000,66,1983,Omistusasunto
2371,"Omakotitalo | 4-5 h, k, kph, s, wc, at, ak, var",Valtterinkuja 10,Ristinummi,Järvenpää,385 000,164,1995,Omistusasunto
2372,"Omakotitalo | 3h, k, s / psh, wc, vh, et, ullakkotila",Laaksokatu 4,Harjukylä,Riihimäki,95 000,75,1928,Omistusasunto
2373,Kerrostalo | 2h + k,Pappilanrinne 1,Palokka,Jyväskylä,95 000,"55,5",1977,Omistusasunto
2374,Kerrostalo | 1H + KT,Rälssitilankuja 4,Niittykumpu,Espoo,199 800,"23,5",2023,Omistusasunto
2375,Omakotitalo | 4mh + k + oh + 2erill wc + kph + s + vh + terassi + parv + ak + lämmin var.,Leppäkerttu 8,Dal,Inkoo,418 000,134,-,Omistusasunto
2376,Kerrostalo | 1h + k + kph / wc,Sairaalanrinne 4 I,Kontinkangas,Oulu,41 900,27,1974,Omistusasunto
2377,Kerrostalo | 2h + kt,Rälssitilankuja 4,Niittykumpu,Espoo,238 700,33,2023,Omistusasunto
2378,Omakotitalo | 3mh + k + rh + oh + psh + s + kph / khh + wc,Pohjolanpolku 9,Myllykoski,Kouvola,116 000,117,1972,Omistusasunto
2379,"Kerrostalo | 1h, kk, kph / wc",Korkeavuorenkatu 6,Keskusta,Hanko,115 000,"25,5",1962,Omistusasunto
2380,Kerrostalo | 3h + k + kph / wc,Sairaalanrinne 4 H,Kontinkangas,Oulu,46 000,79,1971,Omistusasunto
2381,"Kerrostalo | 3h, avokeittiö, vh, kph, p",Sammonkatu 22-24,Kaleva,Tampere,359 000,92,1956,Omistusasunto
2382,"Paritalo | 4h, k, s, kph",Arontie 12,Maunuksela,Kouvola,98 400,123,1978,Omistusasunto
2383,"Omakotitalo | 3h, k, khh, kph, s",Hallahuhdantie 43,Kytäjä,Hyvinkää,219 000,100,2022,Omistusasunto
2384,Kerrostalo | 1H + KT,Rälssitilankuja 4,Niittykumpu,Espoo,201 400,"23,5",2023,Omistusasunto
2385,"Omakotitalo | 3mh, oh, k, takkah, ph, s + autotalli, 2 varastoa",Hanhikintie 1,Liuhtari,Lapua,95 000,104,1980,Omistusasunto
2386,Luhtitalo | 2h + k + s,Muuramentie 39,Keskusta,Muurame,83 700,48,1985,Omistusasunto
2387,Kerrostalo | 2h + kk + alkovi + kph,Pajalahdentie 9,Lauttasaari,Helsinki,409 000,"58,5",1940,Omistusasunto
2388,Rivitalo | 3h + k + khh + kph + s + wc,Tinasepänpolku 3,Hyrylä,Tuusula,214 000,74,1989,Omistusasunto
2389,"Kerrostalo | 2h, k, kph, vh",Laulajantie 1,Keskusta,Kurikka,214 000,57,1964,Omistusasunto
2390,Paritalo | 4h + k + s,Ollinmäentie 1,Asuntila,Ylöjärvi,244 500,"107,5",2001,Omistusasunto
2391,Omakotitalo | 6h + k + s + at,Rinnekuja 4,Pihlava,Pori,154 000,172,1980,Omistusasunto
2392,Rivitalo | 3h + k + takkah + s + askasteluhuone + vaatehuone + kh,Räävelintie 5 D,Kauklahti,Espoo,315 000,132,1992,Omistusasunto
2393,"Rivitalo | 4h, k, s",Vuorilehdonkuja 3,Hakunila,Vantaa,210 000,100,1968,Omistusasunto
2394,Omakotitalo | 4h + k + wc + ph + s + halli,Varilantie 151,,Kaustinen,92 000,120,1976,Omistusasunto
2395,Kerrostalo | 2h + kk + s,Hiekkalankuja 9,,Iisalmi,115 000,55,2007,Omistusasunto
2396,Kerrostalo | 1h + keittok,Hakakatu 6,,Oulu,82 000,30,1951,Omistusasunto
2397,Omakotitalo,Ponnantie 3,Ristiina,Mikkeli,198 000,166,2003,Omistusasunto
2398,Kerrostalo | 2h + avok + kph + las.parv,Alppikatu 5 B 66,Kallio,Helsinki,315 000,37,1961,Omistusasunto
2399,Kerrostalo | 1h + kph + s,Erotteluntie 7,Hupeli,Jyväskylä,119 000,41,2018,Omistusasunto
2400,"Rivitalo | 2h, k, s",Ketarakuja 4,Haapalehto,Oulu,119 000,65,1976,Omistusasunto
2401,"Kerrostalo | 2h, k, kph / wc, vh, p",Torisevantie 2 C,Keskusta,Virrat,28 000,56,1970,Omistusasunto
2402,"Kerrostalo | 4h, k, kph, parveke",Kauppapuistikko 40 A,Keskusta,Vaasa,189 000,77,1964,Omistusasunto
2403,Kerrostalo | 2h + k,Pellonperänkatu 1 A,Ilpoinen,Turku,110 000,55,1969,Omistusasunto
2404,Omakotitalo | 4h + keittiö + sauna + psh + khh + wc + vh,Pannujärvenkuja 4,Tuulos,Hämeenlinna,219 000,121,2013,Omistusasunto
2405,"Omakotitalo | 2h, k, kph, s + 2h, k, s, ph, wc, vh, tekn.tila",Tehtaantie 3,Särkisalo,Salo,148 000,"151,5",1985,Omistusasunto
2406,"Rivitalo | 3h, k, s",Tuohiniementie 6 F,Tahiniemi,Pieksämäki,65 000,85,1982,Omistusasunto
2407,"Kerrostalo | 2h, k, kph / wc, vh, p",Rantatie 15 B,Keskusta,Virrat,23 000,53,1975,Omistusasunto
2408,Omakotitalo | 4h + k + th + vh + khh + kph + s + 2xwc,Yli-Haakkointie 16,Nummela,Vihti,330 000,164,1983,Omistusasunto
2409,"Rivitalo | 3h, k, kh, s, wc",Haukantie 20 A,Riihikallio,Tuusula,225 000,82,1989,Omistusasunto
2410,"Rivitalo | 3h, k, s",Sammalpolku 12 A,Sorto,Järvenpää,249 000,"76,5",2005,Omistusasunto
2411,"Kerrostalo | tupakeittiö, mh, kph",Arvi Kariston katu 4 A,Keskusta,Hämeenlinna,166 000,49,2012,Omistusasunto
2412,"Omakotitalo | 4h, k, psh, s, 2 x vh, var, ak",Myllärintie 15,Ylämylly,Liperi,89 000,110,1981,Omistusasunto
2413,"Omakotitalo | 3 h, k, kph, wc, s, vh, at",Syväjärventie 166,,Myrskylä,119 000,72,1975,Omistusasunto
2414,"Rivitalo | 3, h, k, s",Kallionkierto 2-4 B,Vuorela,Siilinjärvi,95 000,70,1976,Omistusasunto
2415,"Omakotitalo | 3h, k, khh, kph, wc, eteinen",Saavanlammentie 3A,Mönni,Kontiolahti,79 000,130,1957,Omistusasunto
2416,Kerrostalo | 3h + k + s,Kanavaharjunkatu 7,Saaristokaupunki,Kuopio,28 856,"66,5",2012,Asumisoikeusasunto
2417,Kerrostalo | 2h + kk + s,Lintulahdenaukio 4b,Sörnäinen,Helsinki,"26 384,73",56,1999,Asumisoikeusasunto
2418,Kerrostalo | 2 h + k,Kirkkopuistikko 29,Keskusta,Vaasa,124 000,66,1962,Omistusasunto
2419,Kerrostalo | 2h + kt + lasitettu parveke + i rtaimistovarasto,Puijonsarventie 56 A45,Julkula,Kuopio,178 000,"45,5",2021,Omistusasunto
2420,Kerrostalo | 1h + kk,Kauppakatu 23,Keskus,Lappeenranta,89 500,"35,5",1960,Omistusasunto
2421,Kerrostalo | 1h + kt,Rubiinikehä 3a,Kivistö,Vantaa,156 000,28,2017,Omistusasunto
2422,Paritalo | 2h + k + s,Sairaalakatu 18 B 1,Keskusta,Joensuu,279 000,63,2020,Omistusasunto
2423,"Rivitalo | 3h, k, s",Sirkankuja 4,,Seinäjoki,145 500,63,2003,Omistusasunto
2424,Rivitalo | 3h + k,Jalastie 12,Jalasjärvi,Kurikka,69 000,80,1976,Omistusasunto
2425,Kerrostalo | 2h + k + piha,Talvikkitie 51,Tikkurila,Vantaa,180 000,"54,5",1984,Omistusasunto
2426,Kerrostalo | 4h + k + s,Kalevankatu 26,Keskusta,Seinäjoki,179 000,"89,5",1986,Omistusasunto
2427,Kerrostalo | 2 h + k,Hiihtomäentie 40,Herttoniemi,Helsinki,328 000,64,1954,Omistusasunto
2428,Omakotitalo | 4 + k + takkahuone + khh + s + psh,Karhunpesäntie 3,Myllykoski,Kouvola,119 000,111,1989,Omistusasunto
2429,"Rivitalo | 2h, k, s",Kantoviita 3,Kasperi,Seinäjoki,98 000,57,1974,Omistusasunto
2430,Rivitalo | 3H + K + S,Rantatie 3 E,Kauttua,Eura,97 800,77,1989,Omistusasunto
2431,"Rivitalo | 3h, k, s, ullakkohuone",Aatelitie 7,Kartanonkoski,Vantaa,474 000,102,2004,Omistusasunto
2432,Rivitalo | 3h + k + s,Nevakuja 7,Ylistaro,Seinäjoki,122 000,80,1985,Omistusasunto
2433,Paritalo | 6h + k,Riihiniityntie 47,Laaksolahti,Espoo,368 000,143,1971,Omistusasunto
2434,Paritalo | 4h + k + s + khh + erill.wc,Taavilantie 17 a,Mankkaa,Espoo,420 000,97,1990,Omistusasunto
2435,"Rivitalo | 3h, k, kph / s / wc, var, terassi",Uotilankatu 77,Riihelä,Lahti,119 000,77,1987,Omistusasunto
2436,"Omakotitalo | 3mh, oh, k khh, kph, s, 2x erillinen wc",Kaaritie 10,Mesilä,Kokkola,288 000,"120,5",1998,Omistusasunto
2437,"Erillistalo | 5h, avok., 2 kph, s, terassi, lämmin varasto / tekn.tila",Maununnevantie 9 A,Maununneva,Helsinki,549 000,98,2019,Omistusasunto
2438,Kerrostalo | 3h + k + kph + s + lasp,Junkkarinkaari 3,Kartanonkoski,Vantaa,298 000,"71,5",2004,Omistusasunto
2439,Omakotitalo | Oh + 2mh + k + rt + 2wc + kph + s + khh + terassi + autotalli,Tuohitie 44,Tuohimutka,Jyväskylä,199 000,100,1955,Omistusasunto
2440,"Omakotitalo | 6h, k, kph, 2xwc, khh, s, at, 2xv, pihasauna / kota",Pohjankorventie 14,Pohjankorpi,Riihimäki,329 000,150,2008,Omistusasunto
2441,"Omakotitalo | 5h, k, s, Khh, Vh, Kellari",Helmenpyytäjäntie 50,,Kuusamo,155 000,180,1971,Omistusasunto
2442,Kerrostalo | Tilava kolmio erinomaisella sijainnilla.,Kauppakartanonkatu 8,Itäkeskus,Helsinki,249 000,83,1979,Omistusasunto
2443,Kerrostalo,Nallepolku 4,,Kotka,23 500,"70,5",1964,Omistusasunto
2444,Omakotitalo | 6h + k + khh + ph + s + wc + aula + parvi,Turulanmäentie 25,Kurkimäki,Kuopio,290 000,145,1991,Omistusasunto
2445,"Omakotitalo | 4mh, oh, k, s, 2wc + at",Lapinlahdentie 1761,,Lapinlahti,429 900,222,1992,Omistusasunto
2446,"Kerrostalo | 1h, k, kph / wc, r.parv",Satamatie 18,Toppilansalmi,Oulu,429 900,28,2018,Omistusasunto
2447,"Kerrostalo | 3h, k, kph, p",Pähkinäkuja 2,Peltolammi,Tampere,99 000,68,1968,Omistusasunto
2448,"Luhtitalo | 3h, k, kph / s / wc, parveke",Sairaalakatu 12 A 1,Keskusta,Tornio,221 100,66,2023,Omistusasunto
2449,"Luhtitalo | 2h, k, kph / wc, vh, parveke",Sairaalakatu 12 B 7,Keskusta,Tornio,162 150,47,2023,Omistusasunto
2450,"Luhtitalo | 1h, kph / wc, lasitettu parveke",Sairaalakatu 12 A 4,Keskusta,Tornio,101 250,27,2023,Omistusasunto
2451,Kerrostalo | 2h + k + kph + wc + parveke + ak + v (yhtiöjärjestyksessä 1h + tk + ak + v),Kirkkotie 3,Rymättylä,Naantali,99 000,"55,5",1948,Omistusasunto
2452,"Puutalo-osake | 2-3h, tupakeittiö, kh, s",Puutarhakatu 37 b,Port Arthur,Turku,245 000,"94,5",1907,Omistusasunto
2453,Kerrostalo | 3h + k + p,Ilmarinkatu 16,Simpele,Rautjärvi,22 000,"66,5",1966,Omistusasunto
2454,"Kerrostalo | 2h, k, s, autokatos.","Välitie 4, b3",Hakalahti,Kokkola,90 000,58,1971,Omistusasunto
2455,Kerrostalo | 4h + k + kph + erill.wc + lasitettu parveke,Everstinkuja 5,Perkkaa,Espoo,240 000,"91,5",1972,Omistusasunto
2456,Omakotitalo | 3mh + oh / avokeittiö + wc + khh + ph + s + 2x lasitettu terassi + at,Vekarakatu 14,Sampo,Hämeenlinna,395 000,136,2013,Omistusasunto
2457,Omakotitalo | 4h + avok + khh + vh + wc + ph + kph / s + ak + at,Pajutie 3,Laukola,Rusko,285 000,151,2005,Omistusasunto
2458,"Rivitalo | 3h, avokeittiö, vh, wc, kph, s, khh, terassit, piha-alue",Rajakyläntie 29,Rajakylä,Vantaa,267 000,73,2004,Omistusasunto
2459,Omakotitalo | Oh + k + 4mh + wc + 3vh + kh + khh + pkh + ph + s,Samulinranta 18,Samulinniemi,Jyväskylä,475 000,195,2000,Omistusasunto
2460,"Kerrostalo | 1h, kk",Allitie 10,Höyhtyä,Oulu,57 000,30,1963,Omistusasunto
2461,Omakotitalo | 4r + k + b,Agricolantie 86,,Loviisa,139 000,100,1900,Omistusasunto
2462,"Rivitalo | 3h, k, erillinen wc, kph, s, vaatehuone, parveke, terassi",Kortelaaksontie 43 as.,Gerby,Vaasa,159 000,"78,5",2003,Omistusasunto
2463,"Omakotitalo | 4h, k, työh, pukuh., ph, s, 2 x wc, parv. ja var.",Pentinmäentie 26,Vaajakoski,Jyväskylä,145 000,80,1949,Omistusasunto
2464,Rivitalo | 5H + K + S,Sahurinpolku 6 A1,Kangasalan asema,Kangasala,299 000,120,2017,Omistusasunto
2465,Kerrostalo | 3 H + K + KPH + P,Satotie 4 A 19,Keskusta,Saarijärvi,48 000,"76,5",1974,Omistusasunto
2466,Rivitalo | 3h + k,Haapaseläntie 8,Laidunmaa,Mäntyharju,62 500,72,1970,Omistusasunto
2467,"Rivitalo | 2h, avok, s",Kulmakuja 5,Laidunmaa,Mäntyharju,44 500,49,1981,Omistusasunto
2468,Kerrostalo | 2h + kt + s,Kalevankatu 8 as.34,Keskusta,Jyväskylä,219 685,44,2024,Omistusasunto
2469,Kerrostalo | 4h + kt + s,Kalevankatu 8 as.61,Keskusta,Jyväskylä,575 315,"102,5",2024,Omistusasunto
2470,"Rivitalo | 2h, k, s",Hänninkuja 2 A,Räätykänmäki,Riihimäki,95 000,62,1986,Omistusasunto
2471,Kerrostalo | 2h + kt + s,Kypärätie 4 as.33,Kypärämäki,Jyväskylä,233 750,54,2023,Omistusasunto
2472,Omakotitalo | 3h + k + khh + kph + s,Eurantie 255,,Laitila,79 000,110,1970,Omistusasunto
2473,Rivitalo | 2h + k + kph + s,Nuujankuja 1,Kuusankoski,Kouvola,99 000,55,1996,Omistusasunto
2474,Kerrostalo | 2h + kk + vh + kph + p,Pohjolankatu 26,3. Kaupunginosa,Rovaniemi,87 000,"36,5",1983,Omistusasunto
2475,"Kerrostalo | 3h, k, kph, vh, p",Kirveskatu 6,Sopenkorpi,Lahti,70 000,"79,5",1979,Omistusasunto
2476,Puutalo-osake | 1h + k + s + yläk. + alakerta,Kasarminkatu 7 E,Keskusta,Turku,389 000,"106,5",1912,Omistusasunto
2477,"Omakotitalo | YLÄK: TK, ET, 3MH, K, OH, VH, ALAK: TK, ET, PUKUH, 2H, TH, PUKUH, PH, S, TEKN.",Auvaistenraitti 148,Auvainen,Eura,118 000,143,1982,Omistusasunto
2478,"Kerrostalo | 3h, k",Kajavankatu 5 B,Kurkela,Kerava,127 000,"72,5",1973,Omistusasunto
2479,Rivitalo | 2h + k + s,Suotie 8-10,,Hankasalmi,26 700,51,1989,Omistusasunto
2480,"Omakotitalo | 4h, k, rt, aula, khh, s, 2xvh, 2xwc, parv. + erill. ak / var.",Polkkatie 5,Tapainlinna,Hyvinkää,425 000,"137,5",2005,Omistusasunto
2481,Kerrostalo | 1-3 h + kt + s,Timanttikiteenkuja 10 B,Kivistö,Vantaa,329 000,"72,5",2015,Omistusasunto
2482,Rivitalo | 4h + k + s + aputilat,Liljatie 28,Viertola,Vantaa,385 000,"118,5",1992,Omistusasunto
2483,Kerrostalo | 2 h + k,Kaivosvoudintie 4 J,Kaivoksela,Vantaa,165 000,58,1963,Omistusasunto
2484,Omakotitalo | 4h + k + kh,Hevoshaantie 121,Peipohja,Kokemäki,54 000,80,1950,Omistusasunto
2485,"Kerrostalo | Mh, oh, k, kph / s, wc, lasitettu parveke.",Turuntie 23,Myllymäki,Hämeenlinna,110 000,61,1980,Omistusasunto
2486,"Omakotitalo | 5h, lasiveranta, k, kph, s, erillinen wc",Kuusimäentie 4,Purola,Tuusula,185 000,"115,5",1957,Omistusasunto
2487,Omakotitalo | 3h + k + kph / s + 2 wc,Tora-alhonkatu 14,Ilpoinen,Turku,198 000,-,1940,Omistusasunto
2488,Kerrostalo | 1h + k + kph + vh,Österbyntie 1 A,Österby,Parainen,49 900,30,1961,Omistusasunto
2489,Kerrostalo | 2h + k + vh + s + lasitettu parveke,Mantelikuja 6 A,Pähkinärinne,Vantaa,165 000,"55,5",1985,Omistusasunto
2490,Omakotitalo | Omakotitalo + Liiketila / varasto,Finbyntie 4,Parsby,Parainen,110 000,156,1959,Omistusasunto
2491,"Kerrostalo | 2h, k",Kirkkotie 182 A,,Pornainen,59 900,"57,5",1974,Omistusasunto
2492,Omakotitalo | 3mh + k + oh + aula + kph / s + wc + vh*2 + autotalli,Vaaksakatu 4,Littoinen,Kaarina,197 000,112,1947,Omistusasunto
2493,Luhtitalo | 1H + KT + ALK,Tuuliviirinkuja 7 ja 9,,Tuusula,"23 867,07","35,5",2021,Asumisoikeusasunto
2494,Rivitalo | 2h + k,Kevääntie 3-9,Rauhala,Loviisa,74 000,44,1967,Omistusasunto
2495,Kerrostalo | 2H + K + S,Takaniityntie 3,Martti,Hyvinkää,"11 763,74",60,1992,Asumisoikeusasunto
2496,"Omakotitalo | 5h, k, tkh, s, khh, 2x wc + at, ak, var",Aittatie 9,Sammatti,Lohja,349 000,162,2009,Omistusasunto
2497,"Rivitalo | 2k, kk, s",Justeerintie 8 C,Nummela,Vihti,99 000,50,1982,Omistusasunto
2498,"Omakotitalo | 3-4h, k, kph / wc",Brusaksentie 165,Paippinen,Sipoo,209 000,65,1957,Omistusasunto
2499,"Paritalo | 4h + k + s.os + a-katos / varasto, pihasaunalle optio","Mahnalankuja 4 (A), B",Mahnala,Hämeenkyrö,265 000,"102,5",2022,Omistusasunto
2500,"Kerrostalo | 2h, k",Itälahdenkatu 10,Lauttasaari,Helsinki,389 000,61,1974,Omistusasunto
2501,Kerrostalo | 3h + k + kph + p,Kohmankaari 28,Tesoma,Tampere,101 000,"65,5",1967,Omistusasunto
2502,"Kerrostalo | 2-3h, k, s, p",Ainonkatu 5,Kylpylä,Lappeenranta,101 000,"81,5",1990,Omistusasunto
2503,Kerrostalo | 3h + k + s,Linnavallintie 10 A 7,Linnakangas,Kempele,228 375,"72,5",2023,Omistusasunto
2504,Erillistalo | 4h + k + s,Mantelipilvi 12 H,Haukipudas,Oulu,277 000,"104,5",2023,Omistusasunto
2505,Erillistalo | 5h + k + s + khh,Riistatie 17G,Ritaharju,Oulu,354 550,113,2022,Omistusasunto
2506,"Kerrostalo | 3 h, k, kh",Hallituskatu 11,Keskusta,Oulu,183 000,"70,5",1954,Omistusasunto
2507,"Kerrostalo | 2 h, k, kh",Hallituskatu 11,Keskusta,Oulu,165 000,62,1954,Omistusasunto
2508,Rivitalo | 6h + k + s + vh,Näädäntie 30 C14,Siivikkala,Ylöjärvi,373 000,121,2023,Omistusasunto
2509,"Kerrostalo | Olohuone, keittiö, mh, kph ja lasitettu iso parveke",Jaspiskuja 2 D,Kivistö,Vantaa,229 380,"52,5",-,Omistusasunto
2510,"Omakotitalo | 4 h, k, kph, s, 2 wc, autotalli",Tennbergintie 7,Lappohja,Hanko,105 000,"92,5",1979,Omistusasunto
2511,"Kerrostalo | 4h, kt, s",Teljänkuja 2 A 1,Riihiketo,Pori,210 000,"86,5",2014,Omistusasunto
2512,"Omakotitalo | 3 mh, 2 oh, 2 k, 2 wc, s.os",Viipurinkatu 58,Tallinmäki,Hamina,95 000,150,1962,Omistusasunto
2513,Omakotitalo | 5h + k,Tähtisentie 33,Lousaja,Sastamala,279 000,"177,5",1991,Omistusasunto
2514,"Omakotitalo | 3h, k",Eskolankuja 2,Ylikiiminki,Oulu,89 000,80,1952,Omistusasunto
2515,"Rivitalo | 3h, k, kph, s, khh, vh, wc",Kanervakuja 2,Mielakanrinne,Kouvola,75 000,74,1989,Omistusasunto
2516,"Omakotitalo | 2h, k, kph",Kukonharjantie 213,Rutava,Huittinen,35 000,60,1928,Omistusasunto
2517,"Omakotitalo | 4h, k, s",Leporannankuja 2,Saaristokaupunki,Kuopio,330 000,108,1967,Omistusasunto
2518,"Omakotitalo | 4h, k, khh, ph, s, wc, 2vh, at",Ohjaajantie 4,Tikkakoski,Jyväskylä,174 000,153,1972,Omistusasunto
2519,"Omakotitalo | 3h, k, kph, wc",Syväsalmentie 125,,Muurame,519 000,"67,5",2004,Omistusasunto
2520,Kerrostalo | 2h + k + s,Kuninkaankatu 10 C,Keskusta,Tampere,235 000,60,1987,Omistusasunto
2521,Omakotitalo | 2h + k + s,Mainuantie 1542b,Mainua,Kajaani,85 000,"61,5",1975,Omistusasunto
2522,"Omakotitalo | 4h, k, psh, s, vh, wc, harrastet., terassi, AT",Kelotie 34,Tornionmäki,Kouvola,147 000,107,1953,Omistusasunto
2523,"Kerrostalo | 2h, k, s (yhtiöjärj. Liiket / as 2 h, k, s)",Keskuskatu 12 as,,Kontiolahti,97 000,54,2005,Omistusasunto
2524,"Kerrostalo | 2h, k",Meripuistokatu 14 A,Sauvosaari,Kemi,54 000,56,1954,Omistusasunto
2525,"Rivitalo | 2h, k, kph / s, erill. wc, vh",Neilikkakuja 3 D,Annala,Tampere,139 000,62,1999,Omistusasunto
2526,"Omakotitalo | 5-7h, k, khh, 2kph, s, 2wc, 3var., 2ters., 2 auton lämmin talli",Puolanpolku 7,Pirtti,Kuopio,419 000,286,2001,Omistusasunto
2527,"Omakotitalo | 4h, k, th, 2wc, 2s, 2kph, varastoja, at, ak",Etu-Kanavuorentie 6,Vaajakoski,Jyväskylä,419 000,147,1975,Omistusasunto
2528,"Kerrostalo | 4h, k, s",Sammonkatu 20 A,Itkonniemi,Kuopio,485 000,"116,5",2016,Omistusasunto
2529,"Omakotitalo | 4h, k, khh, kph, s, 2wc",Varvisaarentie 6,Rönö,Kuopio,790 000,146,1987,Omistusasunto
2530,"Omakotitalo | 5mh, oh, k, 2vh, wc, wc / ph, ph, s, khh, 2et",Töyvyslahti 10,Kaislastenlahti,Kuopio,695 000,"184,6",2020,Omistusasunto
2531,"Omakotitalo | 5h, k, khh, kph, s, wcx2",Nurmirannantie 1,Jynkkä,Kuopio,349 000,140,2013,Omistusasunto
2532,"Omakotitalo | 6h, k, s, at, var",Pölläkänlahdentie 20,Saaristokaupunki,Kuopio,388 000,154,2004,Omistusasunto
2533,"Omakotitalo | Keittiö, olohuone, 3 makuuhuonetta, oleskeluaula, takkahuone, kylpyhuone, sauna ja erillinen wc ja varastotilaa.",Niemelänkatu 26,Velkaperä,Raahe,160 000,118,1956,Omistusasunto
2534,"Kerrostalo | 5h, kt, s",Taivaanpankontie 27 C,Puijonlaakso,Kuopio,539 000,"131,5",2021,Omistusasunto
2535,"Kerrostalo | 2h, kt",Tulliportinkatu 52 A 7,Keskusta,Kuopio,299 000,63,2020,Omistusasunto
2536,"Omakotitalo | 5h, k, wc, vh, khh, ph, s",Pihlaisenpääntie 5,Hiltulanlahti,Kuopio,269 000,129,2007,Omistusasunto
2537,Kerrostalo | 2 h + k,Huhtiniemenkatu 15 A,Huhtiniemi,Lappeenranta,98 000,"57,5",1974,Omistusasunto
2538,Omakotitalo | 3mh + oh + k + kph + wc + s,Tavikuja 1,Siltakylä,Pyhtää,172 000,116,1993,Omistusasunto
2539,"Kerrostalo | 2h, kk, wc / kph",Pellervonkatu 2-3,Kaleva,Tampere,156 000,40,1964,Omistusasunto
2540,Erillistalo | oh + 4mh + tkh + k + s + kph + 2wc + vh + varasto,Pajutie 12,Villähde,Lahti,225 000,133,1979,Omistusasunto
2541,Rivitalo | 2h + k + s + ak + var,Riihitie 2 A 4,,Oulainen,84 500,55,2005,Omistusasunto
